country,continent,year,pop,gdpPercap,lifeExp
HIGHLAND HEIGHTS,US,2002,1,,
HIGHLAND HEIGHTS,US,2006,1,3000.0,3000.0
HIGHLAND MILLS,US,2013,1,120.0,120.0
HIGHLAND PARK,US,1999,1,,
HIGHLAND PARK,US,2000,2,30.0,60.0
HIGHLAND PARK,US,2002,1,0.0,0.0
HIGHLAND PARK,US,2004,1,120.0,120.0
HIGHLAND PARK,US,2005,2,4.0,4.0
HIGHLAND PARK,US,2007,2,14400.0,14400.0
HIGHLAND PARK,US,2009,1,,
HIGHLAND PARK,US,2011,4,360.0,600.0
HIGHLAND SPRINGS,US,2009,1,900.0,900.0
HIGHLAND SPRINGS,US,2011,2,45.0,45.0
HIGHLAND VILLAGE,US,2005,1,,
HIGHLAND VILLAGE,US,2011,1,1200.0,1200.0
HIGHLAND VILLAGE,US,2012,2,455.0,900.0
HIGHLANDS,US,1999,1,,
HIGHLANDS,US,2002,2,465.0,900.0
HIGHLANDS,US,2005,2,,
HIGHLANDS,US,2006,2,27.5,40.0
HIGHLANDS,US,2011,1,2.0,2.0
HIGHLANDS RANCH,US,1999,1,,
HIGHLANDS RANCH,US,2000,1,600.0,600.0
HIGHLANDS RANCH,US,2002,4,180.0,240.0
HIGHLANDS RANCH,US,2004,1,60.0,60.0
HIGHLANDS RANCH,US,2008,1,60.0,60.0
HIGHLANDS RANCH,US,2009,3,161.66666666666666,420.0
HIGHLANDS RANCH,US,2012,1,,
HIGHLANDS RANCH,US,2013,4,1100.0,2400.0
HIGHLANDS RANCH,US,2014,2,150.0,300.0
HIGHSPIRE,US,2007,1,10.0,10.0
HIGHTSTOWN,US,2008,1,,
HIGHTSTOWN,US,2009,1,60.0,60.0
HIGHWOOD,US,2012,5,556.0,1800.0
HIKO,US,2012,1,180.0,180.0
HIKO (OUTSIDE OF ),US,2007,1,2.0,2.0
HILDEBRAN,US,2006,1,600.0,600.0
HILL CITY,US,2002,1,1800.0,1800.0
HILLIARD,US,1999,1,0.0,0.0
HILLIARD,US,2002,1,45.0,45.0
HILLIARD,US,2007,3,750.0,1200.0
HILLIARD,US,2010,1,,
HILLIARD,US,2011,1,,
HILLIARD,US,2012,3,30.0,30.0
HILLIARD,US,2013,3,180.0,180.0
HILLIARD ( WESTERN SUBURB OF COLUMBUS),US,1999,1,10.0,10.0
HILLIARDS,US,2013,1,180.0,180.0
HILLSBORO,US,1998,1,,
HILLSBORO,US,1999,3,220.0,600.0
HILLSBORO,US,2001,7,1201.75,3600.0
HILLSBORO,US,2002,3,330.0,600.0
HILLSBORO,US,2003,6,3900.0,14400.0
HILLSBORO,US,2004,3,120.0,120.0
HILLSBORO,US,2005,3,3000.0,3600.0
HILLSBORO,US,2006,5,45.75,120.0
HILLSBORO,US,2007,2,180.0,180.0
HILLSBORO,US,2008,1,,
HILLSBORO,US,2009,3,7350.0,14400.0
HILLSBORO,US,2010,1,,
HILLSBORO,US,2011,3,180.0,180.0
HILLSBORO,US,2013,10,345.0,1200.0
HILLSBORO,US,2014,4,165.5,360.0
HILLSBORO (OUTSIDE OF),US,2000,1,900.0,900.0
HILLSBOROUGH,US,1999,1,0.0,0.0
HILLSBOROUGH,US,2000,1,,
HILLSBOROUGH,US,2001,1,60.0,60.0
HILLSBOROUGH,US,2002,1,300.0,300.0
HILLSBOROUGH,US,2005,2,1950.0,3600.0
HILLSBOROUGH,US,2006,1,5.0,5.0
HILLSBOROUGH,US,2007,1,300.0,300.0
HILLSBOROUGH,US,2008,2,45.0,45.0
HILLSBOROUGH,US,2009,1,,
HILLSBOROUGH,US,2011,1,60.0,60.0
HILLSBOROUGH,US,2013,1,,
HILLSDALE,US,2006,1,3600.0,3600.0
HILLSDALE,US,2010,2,120.0,120.0
HILLSDALE,US,2012,1,420.0,420.0
HILLSIDE,US,2005,1,7.0,7.0
HILLSIDE,US,2006,1,180.0,180.0
HILLSTON (NSW)(AUSTRALIA),AU,2013,1,900.0,900.0
HILLSVILLE,US,2008,1,0.0,0.0
HILLSVILLE,US,2011,1,1800.0,1800.0
HILLSVILLE,US,2012,3,,
HILLSVILLE,US,2013,1,1200.0,1200.0
HILLTOP,US,1999,1,5.0,5.0
HILLTOWN,US,2009,1,,
HILMAR,US,1999,2,25.0,45.0
HILMAR,US,2013,1,120.0,120.0
HILO,US,1999,2,7650.0,10800.0
HILO,US,2002,2,3601.0,7200.0
HILO,US,2005,1,240.0,240.0
HILO,US,2008,1,600.0,600.0
HILO,US,2009,1,600.0,600.0
HILO,US,2011,1,2400.0,2400.0
HILO,US,2012,2,210.0,300.0
HILO,US,2013,1,300.0,300.0
HILTON,US,1999,1,30.0,30.0
HILTON,US,2004,1,300.0,300.0
HILTON,US,2009,1,,
HILTON HEAD ISLAND,US,2007,1,,
HILTON HEAD ISLAND,US,2008,1,,
HILTON HEAD ISLAND,US,2010,1,,
HINCKLEY,US,1999,1,300.0,300.0
HINCKLEY,US,2009,1,300.0,300.0
HINCKLEY,US,2010,2,2100.0,3600.0
HINCKLEY,US,2012,1,,
HINESBURG,US,1999,1,120.0,120.0
HINESBURG,US,2004,1,60.0,60.0
HINESVILLE,US,2006,1,1800.0,1800.0
HINESVILLE,US,2011,1,1200.0,1200.0
HINESVILLE,US,2012,1,1800.0,1800.0
HINESVILLE,US,2013,1,,
HINGHAM,US,1999,1,30.0,30.0
HINGHAM,US,2001,1,,
HINGHAM,US,2014,1,300.0,300.0
HINKLEY,US,2005,1,120.0,120.0
HINKLEY,US,2006,1,120.0,120.0
HINSDALE,US,2003,1,,
HINSDALE,US,2008,2,60.0,60.0
HINSDALE,US,2009,1,600.0,600.0
HINSDALE,US,2011,1,120.0,120.0
HINSDALE,US,2012,3,100.0,180.0
HINSDALE (UNINCORPORATED AREA),US,2006,1,,
HINTON,US,2000,2,600.0,900.0
HINTON,US,2005,1,,
HINTON,US,2009,1,1500.0,1500.0
HINTON (CANADA),CA,2003,1,40.0,40.0
HINTON (CANADA),CA,2011,1,3600.0,3600.0
HINTON (CANADA),CA,2013,1,10.0,10.0
HIRAM,US,2006,1,5.0,5.0
HIRAM,US,2013,2,120.0,120.0
HIRAM (OUTSIDE OF ATLANTA),US,1999,1,3600.0,3600.0
HITCHCOCK,US,2005,1,120.0,120.0
HIWASSEE,US,2005,1,600.0,600.0
HIXSON,US,2003,1,180.0,180.0
HIXSON,US,2005,1,37800.0,37800.0
HIXSON,US,2006,1,900.0,900.0
HIXSON,US,2007,1,20.0,20.0
HIXSON,US,2008,1,300.0,300.0
HIXSON,US,2011,1,180.0,180.0
HIXSON,US,2012,1,240.0,240.0
HIXSON,US,2013,1,,
HIXSON,US,2014,1,12.0,12.0
HOBART,US,2011,1,20.0,20.0
HOBART,US,2013,1,10.0,10.0
HOBART (AUSTRALIA),AU,2013,1,60.0,60.0
HOBART (TASMANIA&#44 AUSTRALIA),AU,2001,1,30.0,30.0
HOBART (TASMANIA&#44 AUSTRALIA),AU,2005,1,,
HOBBS,US,2001,2,2.0,2.0
HOBBS,US,2003,1,1.0,1.0
HOBBS,US,2008,1,,
HOBBS,US,2009,1,900.0,900.0
HOBBS,US,2013,1,,
HOBBS,US,2014,2,60.0,60.0
HOBE SOUND,US,1998,1,5.0,5.0
HOBE SOUND,US,2003,1,5.0,5.0
HOBE SOUND,US,2008,2,60.0,60.0
HOBE SOUND,US,2010,2,900.0,900.0
HOBE SOUND,US,2012,1,3600.0,3600.0
HOBE SOUND,US,2013,2,60.0,60.0
HOBE SOUND,US,2014,1,3.0,3.0
HOBOKEN,US,2003,1,,
HOBOKEN,US,2004,1,1800.0,1800.0
HOBOKEN,US,2007,1,300.0,300.0
HOBOKEN,US,2009,1,15.0,15.0
HOBOKEN,US,2013,1,300.0,300.0
HOCKESSIN,US,2003,1,1200.0,1200.0
HOCKESSIN,US,2005,1,300.0,300.0
HOCKESSIN,US,2006,1,0.0,0.0
HOCKESSIN,US,2008,1,120.0,120.0
HOCKESSIN,US,2010,1,900.0,900.0
HOCKINSON,US,2006,1,120.0,120.0
HOCKLEY,US,2011,3,11.666666666666666,15.0
HOCKLEY,US,2014,1,3600.0,3600.0
HODGENVILLE,US,2003,1,0.0,0.0
HODGKINS,US,1998,1,,
HODGKINS,US,1999,1,300.0,300.0
HODGKINS,US,2010,1,6.0,6.0
HODGKINS,US,2012,1,25.0,25.0
HOFFMAN,US,2004,1,600.0,600.0
HOFFMAN ESTATES,US,1999,1,3.0,3.0
HOFFMAN ESTATES,US,2009,1,180.0,180.0
HOFFMAN ESTATES,US,2010,1,120.0,120.0
HOFFMAN ESTATES,US,2012,2,90.0,90.0
HOFFMAN ESTATES,US,2013,3,92.5,180.0
HOFFMAN ESTATES (8 MI. NW OF O&#39HARE AIRPORT),US,2007,1,60.0,60.0
HOGANSBURG,US,2012,1,300.0,300.0
HOGANSVILLE,US,2002,1,1500.0,1500.0
HOGANSVILLE,US,2009,1,10.0,10.0
HOGANSVILLE,US,2013,1,120.0,120.0
HOHENWALD,US,2012,1,,
HOISINGTON,US,2011,1,5.0,5.0
HOKES BLUFF,US,2014,1,600.0,600.0
HOLBROOK,US,2000,1,,
HOLBROOK,US,2004,1,8.0,8.0
HOLBROOK,US,2005,1,60.0,60.0
HOLBROOK,US,2006,1,,
HOLBROOK,US,2008,2,,
HOLBROOK,US,2009,1,60.0,60.0
HOLBROOK,US,2011,1,0.0,0.0
HOLBROOK,US,2012,2,390.0,600.0
HOLDEN,US,1999,2,3600.0,3600.0
HOLDEN,US,2003,3,300.0,600.0
HOLDEN,US,2007,2,1800.0,1800.0
HOLDEN,US,2009,1,240.0,240.0
HOLDEN,US,2011,1,,
HOLDEN,US,2013,2,60.0,60.0
HOLDEN (CANADA),CA,2004,1,,
HOLDEN BEACH,US,2002,1,,
HOLDEN BEACH,US,2006,1,5400.0,5400.0
HOLDEN BEACH,US,2007,1,,
HOLDEN BEACH,US,2008,1,,
HOLDEN BEACH,US,2010,3,1202.5,2400.0
HOLDEN BEACH,US,2011,6,1862.5,10800.0
HOLDEN BEACH,US,2012,7,1115.0,2700.0
HOLDEN BEACH,US,2013,2,,
HOLDENVILLE,US,2007,1,180.0,180.0
HOLDENVILLE,US,2012,1,20.0,20.0
HOLDERNESS,US,1999,1,5.0,5.0
HOLDERNESS,US,2009,1,1800.0,1800.0
HOLGATE,US,2013,1,300.0,300.0
HOLGATE (LBI),US,2013,1,60.0,60.0
HOLIDAY,US,2004,1,1200.0,1200.0
HOLIDAY,US,2005,1,180.0,180.0
HOLIDAY,US,2009,2,105.0,120.0
HOLIDAY,US,2010,2,150.0,180.0
HOLIDAY,US,2012,1,900.0,900.0
HOLIDAY,US,2013,3,,
HOLIDAY HILLS,US,2010,1,3600.0,3600.0
HOLIDAY ISLAND,US,2010,1,600.0,600.0
HOLLADAY,US,2004,1,,
HOLLADAY,US,2011,2,900.0,900.0
HOLLADAY,US,2012,1,300.0,300.0
HOLLAND,US,1998,1,,
HOLLAND,US,1999,3,214.0,600.0
HOLLAND,US,2001,1,,
HOLLAND,US,2002,3,600.0,600.0
HOLLAND,US,2003,2,300.0,420.0
HOLLAND,US,2004,3,1.6666666666666667,3.0
HOLLAND,US,2005,4,90.0,120.0
HOLLAND,US,2006,4,83.33333333333333,240.0
HOLLAND,US,2007,3,90.0,90.0
HOLLAND,US,2008,1,4.0,4.0
HOLLAND,US,2009,5,105.0,300.0
HOLLAND,US,2010,1,30.0,30.0
HOLLAND,US,2011,2,600.0,600.0
HOLLAND,US,2012,2,,
HOLLAND,US,2013,1,240.0,240.0
HOLLAND,US,2014,1,6.0,6.0
HOLLAND COUNTY,US,2000,1,2700.0,2700.0
HOLLAND PATENT,US,2002,1,5.0,5.0
HOLLANDALE,US,2011,1,1200.0,1200.0
HOLLANSBURG,US,2012,1,120.0,120.0
HOLLEY,US,2011,1,120.0,120.0
HOLLIDAY,US,2007,1,14400.0,14400.0
HOLLIDAYSBURG,US,2003,1,10800.0,10800.0
HOLLIDAYSBURG,US,2004,1,,
HOLLIS,US,2004,1,,
HOLLIS,US,2005,1,,
HOLLIS,US,2007,1,1.0,1.0
HOLLISTER,US,1999,3,73.33333333333333,120.0
HOLLISTER,US,2002,3,120.0,120.0
HOLLISTER,US,2004,1,,
HOLLISTER,US,2006,8,2572.5,18000.0
HOLLISTER,US,2008,1,2.0,2.0
HOLLISTER,US,2009,2,330.0,600.0
HOLLISTER,US,2011,2,25.0,25.0
HOLLISTER,US,2012,2,120.0,120.0
HOLLISTER,US,2013,3,102.33333333333333,300.0
HOLLISTER,US,2014,2,390.0,600.0
HOLLISTER ( LONE TREE ROAD),US,2010,1,1200.0,1200.0
HOLLISTER (SOUTHEAST OF),US,2006,1,600.0,600.0
HOLLISTON,US,2007,1,0.0,0.0
HOLLISTON,US,2013,1,60.0,60.0
HOLLSOPPLE,US,2000,1,600.0,600.0
HOLLY,US,1999,1,,
HOLLY,US,2002,1,90.0,90.0
HOLLY,US,2004,1,2700.0,2700.0
HOLLY,US,2006,1,900.0,900.0
HOLLY,US,2008,2,,
HOLLY,US,2011,1,180.0,180.0
HOLLY,US,2012,3,36.666666666666664,60.0
HOLLY,US,2014,1,2.0,2.0
HOLLY HILL,US,2009,1,60.0,60.0
HOLLY POND,US,2003,1,9.0,9.0
HOLLY POND,US,2013,1,0.0,0.0
HOLLY SPRINGS,US,2007,1,,
HOLLY SPRINGS,US,2012,4,10.0,10.0
HOLLYWOOD,US,1998,2,300.0,300.0
HOLLYWOOD,US,1999,4,720.0,1200.0
HOLLYWOOD,US,2000,2,480.0,900.0
HOLLYWOOD,US,2001,2,46.0,90.0
HOLLYWOOD,US,2002,2,0.0,0.0
HOLLYWOOD,US,2003,4,31.5,60.0
HOLLYWOOD,US,2004,7,1671.4285714285713,7200.0
HOLLYWOOD,US,2005,3,2420.0,7200.0
HOLLYWOOD,US,2006,4,2450.0,7200.0
HOLLYWOOD,US,2007,5,210.4,900.0
HOLLYWOOD,US,2008,2,60.0,60.0
HOLLYWOOD,US,2009,3,43.333333333333336,120.0
HOLLYWOOD,US,2010,2,2.0,2.0
HOLLYWOOD,US,2011,3,1650.0,3300.0
HOLLYWOOD,US,2012,4,140.0,300.0
HOLLYWOOD,US,2013,4,180.0,300.0
HOLLYWOOD (AT THE I-95 OVERPASS @ HOLLYWOOD BLVD.),US,1999,1,20.0,20.0
HOLLYWOOD BEACH,US,2002,1,1200.0,1200.0
HOLLYWOOD BEACH,US,2012,1,10.0,10.0
HOLMDEL,US,2001,1,1200.0,1200.0
HOLMDEL,US,2002,1,240.0,240.0
HOLMDEL,US,2003,2,1.0,1.0
HOLMEN,US,2013,1,300.0,300.0
HOLMEN (NEAR BROOKNERS POND),US,2001,1,900.0,900.0
HOLMES BEACH,US,2001,1,3.0,3.0
HOLMES BEACH,US,2004,1,0.0,0.0
HOLMES BEACH,US,2012,2,600.0,600.0
HOLMES BEACH,US,2013,1,120.0,120.0
HOLMWOOD,US,2012,1,1500.0,1500.0
HOLOPAW,US,2004,1,900.0,900.0
HOLOPAW,US,2008,1,,
HOLSTEIN,US,2002,1,,
HOLSTEIN,US,2011,1,0.0,0.0
HOLT,US,2008,1,300.0,300.0
HOLT,US,2010,1,30.0,30.0
HOLT,US,2011,1,,
HOLT (NEAR),US,2011,1,300.0,300.0
HOLTON,US,1999,1,900.0,900.0
HOLTON,US,2003,1,,
HOLTON,US,2005,1,240.0,240.0
HOLTON,US,2006,1,,
HOLTS SUMMIT,US,2012,1,3600.0,3600.0
HOLTS SUMMIT,US,2014,12,579.0,2700.0
HOLTSVILLE,US,2004,1,10.0,10.0
HOLTVILLE,US,2002,1,600.0,600.0
HOLTVILLE,US,2010,1,180.0,180.0
HOLTWOOD,US,2008,1,3600.0,3600.0
HOLUALOA,US,2005,2,1260.0,2400.0
HOLYOKE,US,2001,1,45.0,45.0
HOLYOKE,US,2002,1,15.0,15.0
HOLYOKE,US,2004,1,3.0,3.0
HOLYOKE,US,2005,2,645.0,1200.0
HOLYOKE,US,2007,1,,
HOLYOKE,US,2009,1,10.0,10.0
HOLYOKE,US,2010,2,630.0,1200.0
HOLYOKE,US,2012,1,1500.0,1500.0
HOLYOKE,US,2013,1,,
HOLYOKE (6-8 MILES SOUTHWEST OF),US,2004,1,60.0,60.0
HOLYWELL (UK/WALES),GB,2008,1,1200.0,1200.0
HOLYWELL (UK/WALES),GB,2014,1,5.0,5.0
HOMEDALE,US,1999,1,0.0,0.0
HOMELAND,US,2012,1,3600.0,3600.0
HOMER,US,2000,1,5.0,5.0
HOMER,US,2001,1,0.0,0.0
HOMER,US,2007,1,5.0,5.0
HOMER,US,2009,1,,
HOMER,US,2012,3,1100.0,1800.0
HOMER,US,2014,2,907.5,1800.0
HOMER CITY,US,2012,2,7.5,8.0
HOMER GLEN,US,2005,1,180.0,180.0
HOMER GLEN,US,2007,1,,
HOMER GLEN,US,2008,1,240.0,240.0
HOMER GLEN,US,2009,1,240.0,240.0
HOMER GLEN,US,2011,1,2700.0,2700.0
HOMESTEAD,US,2003,2,80.0,120.0
HOMESTEAD,US,2004,2,45.0,60.0
HOMESTEAD,US,2005,4,4900.0,7200.0
HOMESTEAD,US,2007,1,,
HOMESTEAD,US,2008,1,1800.0,1800.0
HOMESTEAD,US,2010,3,178.33333333333334,300.0
HOMESTEAD,US,2011,4,638.75,1800.0
HOMESTEAD,US,2012,2,300.0,300.0
HOMESTEAD,US,2013,3,35.0,60.0
HOMESTEAD,US,2014,2,5460.0,10800.0
HOMETOWN,US,2006,1,300.0,300.0
HOMETOWN,US,2010,1,300.0,300.0
HOMETOWN,US,2012,1,20.0,20.0
HOMEWOOD,US,2003,1,,
HOMEWOOD,US,2012,2,31.5,60.0
HOMEWORTH,US,2004,1,600.0,600.0
HOMOSASSA,US,2005,1,120.0,120.0
HOMOSASSA,US,2006,1,30.0,30.0
HOMOSASSA,US,2011,1,300.0,300.0
HOMOSASSA,US,2013,1,900.0,900.0
HONAUNAU,US,2008,2,750.0,900.0
HONDO,US,2007,1,,
HONDO (CANADA),CA,2013,1,,
HONEA PATH,US,2003,1,0.0,0.0
HONEA PATH,US,2011,1,900.0,900.0
HONEOYE FALLS,US,2005,1,120.0,120.0
HONEOYE FALLS,US,2010,1,10.0,10.0
HONEOYE FALLS,US,2012,1,120.0,120.0
HONESDALE,US,2004,1,300.0,300.0
HONESDALE,US,2008,1,,
HONESDALE,US,2009,1,,
HONESDALE,US,2011,1,900.0,900.0
HONESDALE,US,2013,1,300.0,300.0
HONEY BROOK,US,2005,1,900.0,900.0
HONEY GROVE,US,2005,1,300.0,300.0
HONEY GROVE,US,2007,1,120.0,120.0
HONEY GROVE,US,2008,2,124.0,240.0
HONOKAA,US,2013,1,120.0,120.0
HONOKOWAI,US,2012,1,,
HONOLULU,US,1999,3,0.0,0.0
HONOLULU,US,2000,2,901.0,1800.0
HONOLULU,US,2001,1,,
HONOLULU,US,2002,4,67.5,120.0
HONOLULU,US,2003,3,30.0,30.0
HONOLULU,US,2004,7,83.83333333333333,300.0
HONOLULU,US,2005,7,396.4,1200.0
HONOLULU,US,2006,2,60.0,60.0
HONOLULU,US,2007,4,2105200.0,6312000.0
HONOLULU,US,2008,8,81.85714285714286,300.0
HONOLULU,US,2009,8,160.83333333333334,600.0
HONOLULU,US,2010,4,525.0,1800.0
HONOLULU,US,2011,7,157.0,300.0
HONOLULU,US,2012,7,1658.3333333333333,4680.0
HONOLULU,US,2013,6,740.8333333333334,3600.0
HONOLULU,US,2014,5,111.0,300.0
HONOLULU (HAWAII KAI),US,2009,1,3600.0,3600.0
HONOLULU (WAIKIKI),US,2001,1,30.0,30.0
HOOD RIVER,US,2001,1,45.0,45.0
HOOD RIVER,US,2005,1,4.0,4.0
HOOD RIVER,US,2008,1,,
HOOD RIVER,US,2010,1,40.0,40.0
HOOD RIVER,US,2011,1,600.0,600.0
HOOD RIVER,US,2012,2,10.0,10.0
HOOD RIVER,US,2013,2,3.0,6.0
HOODSPORT,US,2004,1,,
HOODSPORT,US,2012,1,3600.0,3600.0
HOOKS,US,2008,1,180.0,180.0
HOOKS,US,2009,1,1800.0,1800.0
HOOKS,US,2011,1,,
HOOKSETT,US,2002,2,150.0,180.0
HOOKSETT,US,2009,1,1200.0,1200.0
HOOKSETT,US,2012,2,75.0,120.0
HOOKSETT,US,2013,1,10.0,10.0
HOOKSETT,US,2014,1,600.0,600.0
HOOPA,US,1999,1,2700.0,2700.0
HOOPER,US,2002,1,,
HOOPER,US,2006,1,0.0,0.0
HOOPER,US,2007,5,,
HOOPER (NEAR),US,2001,1,180.0,180.0
HOOPER BAY,US,2011,1,300.0,300.0
HOOSICK,US,2012,1,3600.0,3600.0
HOOVER,US,2001,1,20.0,20.0
HOOVER,US,2002,1,300.0,300.0
HOOVER,US,2006,2,570.0,900.0
HOOVER,US,2007,1,120.0,120.0
HOOVER,US,2011,1,,
HOOVER,US,2012,2,,
HOOVER,US,2013,2,,
HOOVER,US,2014,1,120.0,120.0
HOOVER (BLUFF PARK),US,2005,1,2.0,2.0
HOOVERSON HEIGHTS,US,2003,1,60.0,60.0
HOOVERSVILLE,US,2010,1,900.0,900.0
HOPATCONG,US,2004,1,45.0,45.0
HOPATCONG,US,2011,1,604800.0,604800.0
HOPE,US,2005,1,,
HOPE,US,2008,1,120.0,120.0
HOPE,US,2009,1,,
HOPE,US,2012,1,3600.0,3600.0
HOPE,US,2013,1,60.0,60.0
HOPE (EXIT 30&#44 HIGHWAY 30),US,2009,1,30.0,30.0
HOPE (UK/ENGLAND),GB,2006,1,,
HOPE MILLS,US,2006,2,1920.0,3600.0
HOPE MILLS,US,2009,1,0.0,0.0
HOPE MILLS,US,2014,1,30.0,30.0
HOPE VALLEY,US,1999,1,600.0,600.0
HOPEDALE,US,2013,1,,
HOPEWELL,US,2001,2,,
HOPEWELL,US,2002,1,1800.0,1800.0
HOPEWELL,US,2004,2,390.0,600.0
HOPEWELL,US,2006,1,30.0,30.0
HOPEWELL,US,2010,1,150.0,150.0
HOPEWELL,US,2011,1,,
HOPEWELL,US,2012,3,1440.0,3600.0
HOPEWELL,US,2014,1,600.0,600.0
HOPEWELL JUNCTION,US,2005,1,10.0,10.0
HOPEWELL JUNCTION,US,2012,2,5400.0,7200.0
HOPEWELL JUNCTION,US,2014,1,60.0,60.0
HOPKINS,US,2002,1,5.0,5.0
HOPKINS,US,2005,1,7.0,7.0
HOPKINS,US,2009,1,3600.0,3600.0
HOPKINS,US,2010,1,20.0,20.0
HOPKINS,US,2013,1,300.0,300.0
HOPKINSVILLE,US,2001,2,1200.0,1200.0
HOPKINSVILLE,US,2002,1,300.0,300.0
HOPKINSVILLE,US,2003,1,,
HOPKINSVILLE,US,2004,1,600.0,600.0
HOPKINSVILLE,US,2005,2,1200.0,1200.0
HOPKINSVILLE,US,2009,2,31.5,60.0
HOPKINSVILLE,US,2010,1,5.0,5.0
HOPKINSVILLE ((WEST OF&#44 ON I-24),US,2003,1,900.0,900.0
HOPKINTON,US,2000,1,,
HOPKINTON,US,2004,2,120.0,120.0
HOPKINTON,US,2005,1,300.0,300.0
HOPKINTON,US,2007,1,,
HOPKINTON,US,2012,3,840.0,1800.0
HOPKINTON,US,2013,2,300.0,300.0
HOPLAND,US,2005,1,,
HOPPERS CROSSING (AUSTRALIA),AU,2001,1,600.0,600.0
HOQUIAM,US,1999,1,,
HOQUIAM,US,2000,1,300.0,300.0
HOQUIAM,US,2006,1,60.0,60.0
HOQUIAM,US,2007,1,60.0,60.0
HOQUIAM,US,2008,1,60.0,60.0
HOQUIAM,US,2009,1,1200.0,1200.0
HOQUIAM,US,2011,1,60.0,60.0
HOQUIAM,US,2012,2,750.0,900.0
HORATIO,US,2003,1,120.0,120.0
HORIZON CITY,US,2003,1,180.0,180.0
HORLEY (UK/ENGLAND),GB,2011,1,,
HORN LAKE,US,2003,1,5.0,5.0
HORN LAKE,US,2005,1,10.0,10.0
HORN LAKE,US,2009,1,900.0,900.0
HORNELL,US,2012,1,600.0,600.0
HORNEPAYNE (CANADA),CA,2006,1,,
HORNEPAYNE (CANADA),CA,2012,1,,
HORNICK,US,2004,1,120.0,120.0
HORRY COUNTY,US,1999,1,0.0,0.0
HORSE CAVE,US,2011,1,10.0,10.0
HORSEHEADS,US,1999,1,15.0,15.0
HORSEHEADS,US,2008,1,9000.0,9000.0
HORSEHEADS,US,2011,1,,
HORSEHEADS,US,2012,1,10.0,10.0
HORSESHOE,US,2007,1,8.0,8.0
HORSESHOE BEACH,US,2009,1,,
HORSESHOE LAKE,US,2013,1,,
HORSHAM,US,2003,1,,
HORSHAM,US,2009,2,650.0,1270.0
HORSHAM (UK/ENGLAND),GB,2001,1,20.0,20.0
HORSHAM (UK/ENGLAND),GB,2006,1,30.0,30.0
HORTENSE,US,2003,2,4200.0,7200.0
HORTENSE,US,2006,1,,
HORTENSE,US,2012,1,,
HORTON,US,1999,1,0.0,0.0
HORTON,US,2004,1,,
HOSFORD,US,2013,1,30.0,30.0
HOT SPRINGS,US,1999,3,120.0,120.0
HOT SPRINGS,US,2000,3,7246.666666666667,21600.0
HOT SPRINGS,US,2001,2,180.0,180.0
HOT SPRINGS,US,2003,3,715.0,1800.0
HOT SPRINGS,US,2004,2,60.0,120.0
HOT SPRINGS,US,2005,1,600.0,600.0
HOT SPRINGS,US,2008,3,4500.0,7200.0
HOT SPRINGS,US,2010,2,600.0,600.0
HOT SPRINGS,US,2012,1,3.0,3.0
HOT SPRINGS,US,2013,1,1.0,1.0
HOT SPRINGS,US,2014,1,300.0,300.0
HOT SPRINGS VILLAGE,US,2003,1,1800.0,1800.0
HOUGHTON,US,2004,1,420.0,420.0
HOUGHTON,US,2013,1,120.0,120.0
HOUGHTON LAKE,US,2003,2,750.0,1200.0
HOUGHTON LAKE,US,2007,1,1500.0,1500.0
HOUGHTON LAKE,US,2012,1,,
HOULTON,US,1999,1,180.0,180.0
HOULTON,US,2012,1,1800.0,1800.0
HOUMA,US,1998,1,10.0,10.0
HOUMA,US,2006,1,1800.0,1800.0
HOUMA,US,2011,1,4.0,4.0
HOUMA,US,2013,2,31.5,60.0
HOUMA,US,2014,2,100.0,180.0
HOUMA (RACELAND?),US,2014,1,900.0,900.0
HOUNSLOW (MIDDLESEX) (UK/ENGLAND),GB,2005,1,900.0,900.0
HOUNSLOW (UK/ENGLAND),GB,2011,1,300.0,300.0
HOUSE SPRINGS,US,1999,1,60.0,60.0
HOUSE SPRINGS,US,2010,1,,
HOUSE SPRINGS,US,2013,1,600.0,600.0
HOUSTON,US,1998,5,255.0,480.0
HOUSTON,US,1999,28,704.6785714285714,10800.0
HOUSTON,US,2000,18,281.6666666666667,2700.0
HOUSTON,US,2001,29,356.7142857142857,1800.0
HOUSTON,US,2002,15,125.5,900.0
HOUSTON,US,2003,23,396.3333333333333,1200.0
HOUSTON,US,2004,18,1406.7333333333333,10800.0
HOUSTON,US,2005,18,314.375,1500.0
HOUSTON,US,2006,16,1430.0,7200.0
HOUSTON,US,2007,23,642.6111111111111,7200.0
HOUSTON,US,2008,30,572.05,2700.0
HOUSTON,US,2009,20,1445.0,7200.0
HOUSTON,US,2010,8,1209.8,3600.0
HOUSTON,US,2011,17,320.54545454545456,2700.0
HOUSTON,US,2012,26,540.0588235294117,3600.0
HOUSTON,US,2013,14,102.22222222222223,300.0
HOUSTON,US,2014,8,250.625,900.0
HOUSTON  (WEST),US,1999,1,7200.0,7200.0
HOUSTON (5 MILES SOUTH OF),US,2001,1,,
HOUSTON (CANADA),CA,2003,23,237.2,1800.0
HOUSTON (CANADA),CA,2004,3,120.0,240.0
HOUSTON (CLEAR LAKE AREA),US,2000,1,15.0,15.0
HOUSTON (ELLINGTON AFB),US,2000,1,3.0,3.0
